id,feedback,aspects,aspect_sentiments,source_channel
13732,SIM activated fast and speed is excellent in Varanasi.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive""}",app_review
13733,activtion failed and app keeps crashing in Udaipur.,"[""sim_activation"", ""mobile_app_experience""]","{""sim_activation"": ""negative"", ""mobile_app_experience"": ""negative""}",complaint_ticket
13734,Port-in from my previous operator was seamless. Submitted the request and within 15 minutes I was on the new netwrk with my same number intact. No service gap no lost contacts no configuration issues. Smoothest operator switch ever. A smooth activation process is critical for first impressions with new users.,"[""sim_activation""]","{""sim_activation"": ""positive""}",survey
13735,Standard activtion. Neither fast nor slow in Wakad.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",survey
13736,The SIM activation took a standard amount of time about 12 hours which is what I expected based on industry norms. Not particularly fast or slow just the average experience. The process worked as described without surprises either positive or negative.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",survey
13737,activtion average but app works well in Bhopal.,"[""sim_activation"", ""mobile_app_experience""]","{""sim_activation"": ""neutral"", ""mobile_app_experience"": ""positive""}",survey
13738,I ported my number from another operator and the entire procss completed within 5 minutes without any issues. The new SIM was activated smoothly and I did not lose connectivity for more than a brief moment during the switch. Very professional handling.,"[""sim_activation""]","{""sim_activation"": ""positive""}",app_review
13739,The e-SIM activation through the app was instant in Vijayawada. Scanned a QR code entered OTP and my number was active on the new device within 10 minutes. No store visit needed. This is how modern telecom should work. The digital-first approach to activation is the right direction.,"[""sim_activation""]","{""sim_activation"": ""positive""}",survey
13740,Activation stuck and support is no help in Bhopal.,"[""sim_activation"", ""customer_support""]","{""sim_activation"": ""negative"", ""customer_support"": ""negative""}",app_review
13741,Activation fine but billing has issues in Nashik.,"[""sim_activation"", ""billing""]","{""sim_activation"": ""neutral"", ""billing"": ""negative""}",survey
13742,My new SIM activation got stuck in some verification loop and nobody at support can explain why. It has been 72 hours since I applied and I am still without service. Store says backend issue. Support says contact store. I appreciate how streamlined the entire setup journey has become now.,"[""sim_activation""]","{""sim_activation"": ""negative""}",survey
13743,Average setup and coverage is also okay in Bhubaneswar.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""neutral"", ""network_coverage"": ""neutral""}",twitter
13744,SIM activation took standard 12 hours which is fine. The internet speed after activation is genuinely fast at 200 Mbps. Average onboarding but excellent ongoing performance. The digital-first approach to activation is the right direction.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""neutral"", ""internet_speed"": ""positive""}",survey
13745,The SIM activation experience exceeded expectations in Warangal. I expected bureaucratic delays but my number was active within 15 minutes of applying. The flow from document submission to OTP verification was smooth modern and customer-friendly. Quick activation gives confidence that other processes will work too.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13746,Quick activtion but speed slow and coverage patchy in Mysore. Quick activation gives confidence that other processes will work too.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""positive"", ""internet_speed"": ""negative"", ""network_coverage"": ""negative""}",twitter
13747,SIM setup was effortless in Navi Mumbai.,"[""sim_activation""]","{""sim_activation"": ""positive""}",customer_care_chat
13748,Normal setup time and calls work okay in Pune.,"[""sim_activation"", ""call_quality""]","{""sim_activation"": ""neutral"", ""call_quality"": ""neutral""}",complaint_ticket
13749,SIM activated within 30 minutes. Impressive.,"[""sim_activation""]","{""sim_activation"": ""positive""}",survey
13750,E-SIM activtion was a breeze in Noida. I did everything online without visiting any store and my new connection was active within 5 minutes. The digital procss is well designed with clear instructions. No paperwork no queues no hassle at all.,"[""sim_activation""]","{""sim_activation"": ""positive""}",customer_care_chat
13751,Activation stuck speed slow and coverage poor in Nagpur.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""negative"", ""network_coverage"": ""negative""}",customer_care_chat
13752,The SIM activation process was remarkably smooth and fast in Andheri. I walked into the store provided my documents and within 10 minutes my number was live and functional. The entire process from KYC to activation was well organized and the staff were helpful throughout.,"[""sim_activation""]","{""sim_activation"": ""positive""}",complaint_ticket
13753,Quick activtion but speed is disappointing in Meerut.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""positive"", ""internet_speed"": ""negative""}",customer_care_chat
13754,The SIM activtion took a standard amount of time about 6 hours which is what I expected based on industry norms. Not particularly fast or slow just the average exprnce. The process worked as described without surprises either positive or negative.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",complaint_ticket
13755,Quick activation but speed slow and coverage patchy in Mumbai. I appreciate how streamlined the entire setup journey has become now.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""positive"", ""internet_speed"": ""negative"", ""network_coverage"": ""negative""}",twitter
13756,The SIM activation process was remarkably smooth and fast in Rajkot. I walked into the store provided my documents and within 10 minutes my number was live and functional. The entire process from KYC to activation was well organized and the staff were helpful throughout.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13757,SIM activated fast but coverage drops often in Dehradun.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""positive"", ""network_coverage"": ""negative""}",customer_care_chat
13758,The SIM activation was functional but unremarkable in Hubli. It took about 24 hours from submission to active service which is typical for the industry. No complaints but also nothing to praise specifically about the onboarding. Quick activation gives confidence that other processes will work too.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",app_review
13759,Online activation worked perfectly. No issues in Faridabad.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13760,activtion delayed 24 hours and once finally active the network coverage in Bangalore is poor. Bad onboarding followed by bad service. Double disappointment. The digital-first approach to activation is the right direction.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""negative"", ""network_coverage"": ""negative""}",survey
